Year,"Geographic
Region,
Based on
state of
death",State of Death,"Age
Group","Veteran
Suicides","Veteran
Suicide
Rate
per
100,000","General
Population
Suicides","General
Population
Rate per
100,000"
2014,South,Alabama,35-54,32,30.5,280,22.3
2014,South,Alabama,55-74,35,20.6,192,18.0
2014,South,Alabama,75+,17,23.3*,52,16.7
2014,South,All,Total,"2,513",28.8,"16,212",17.8
2014,South,All,18-34,315,33.8,"4,139",15.0
2014,South,All,35-54,703,29.3,"6,031",19.1
2014,South,All,55-74,957,26.0,"4,639",18.7
2014,South,All,75+,536,31.0,"1,403",19.4
2014,South,Arkansas,Total,85,36.6,496,22.0
2014,South,Arkansas,18-34,17,70.8*,134,20.1
2014,South,Arkansas,35-54,17,29.3*,193,25.6
2014,South,Arkansas,55-74,35,34.3,138,21.6
2014,South,Arkansas,75+,16,33.3*,31,15.8
2014,South,Delaware,Total,20,27.0,125,17.1
2014,South,Delaware,18-34,<10,--,27,12.8
2014,South,Delaware,35-54,<10,--,53,22.1
2014,South,Delaware,55-74,<10,--,29,13.4
2014,South,Delaware,75+,<10,--,16,25.7*
2014,South,District Of Columbia,Total,<10,--,52,9.6
2014,South,District Of Columbia,18-34,<10,--,10-20,--
2014,South,District Of Columbia,35-54,<10,--,24,14.2
2014,South,District Of Columbia,55-74,<10,--,13,11.7*
2014,South,District Of Columbia,75+,<10,--,<10,--
2014,South,Florida,Total,517,32.3,"2,974",18.8
2014,South,Florida,18-34,41,33.6,606,14.2
2014,South,Florida,35-54,130,34.7,"1,003",19.5
2014,South,Florida,55-74,207,30.9,995,21.4
2014,South,Florida,75+,139,32.0,370,21.7
2014,South,Georgia,Total,164,23.1,"1,265",16.7
2014,South,Georgia,18-34,19,24.1*,319,13.5
2014,South,Georgia,35-54,58,26.5,516,18.7
2014,South,Georgia,55-74,55,18.5,341,17.5
2014,South,Georgia,75+,32,28.3,89,18.5
2014,South,Kentucky,Total,123,39.9,715,21.1
2014,South,Kentucky,18-34,16,51.6*,171,17.4
2014,South,Kentucky,35-54,42,50.6,280,23.9
2014,South,Kentucky,55-74,47,35.6,211,21.9
2014,South,Kentucky,75+,18,29.0*,53,19.8
2014,South,Louisiana,Total,93,30.7,655,18.6
2014,South,Louisiana,18-34,15,39.5*,185,16.4
2014,South,Louisiana,35-54,16,19.5*,241,20.5
2014,South,Louisiana,55-74,40,31.7,182,19.0
2014,South,Louisiana,75+,22,38.6,47,18.2
2014,South,Maryland,Total,77,19.0,590,12.8
2014,South,Maryland,18-34,<10,--,139,10.1
2014,South,Maryland,35-54,21,17.6,219,13.3
2014,South,Maryland,55-74,27,16.4,165,13.3
2014,South,Maryland,75+,20-30,--,67,19.5
2014,South,Mississippi,Total,61,29.5,373,16.6
2014,South,Mississippi,18-34,<10,--,108,15.7
2014,South,Mississippi,35-54,10-20,--,131,17.1
2014,South,Mississippi,55-74,26,31.0,105,16.9
2014,South,Mississippi,75+,14,34.1*,29,16.1
2014,South,North Carolina,Total,190,25.2,"1,306",17.2
2014,South,North Carolina,18-34,22,24.4,330,15.0
2014,South,North Carolina,35-54,62,29.7,465,17.4
2014,South,North Carolina,55-74,75,23.7,411,19.5
2014,South,North Carolina,75+,31,22.6,100,16.9
2014,South,Oklahoma,Total,124,39.7,707,24.3
2014,South,Oklahoma,18-34,21,56.8,203,22.3
2014,South,Oklahoma,35-54,36,44.4,278,28.9
2014,South,Oklahoma,55-74,49,36.8,177,22.2
2014,South,Oklahoma,75+,18,29.5*,49,20.5
2014,South,South Carolina,Total,111,27.5,727,19.5
2014,South,South Carolina,18-34,14,32.6*,176,16.3
2014,South,South Carolina,35-54,24,22.4,278,22.3
2014,South,South Carolina,55-74,41,22.9,207,18.8
2014,South,South Carolina,75+,32,42.7,66,22.6
2014,South,Tennessee,Total,143,29.2,970,19.2
2014,South,Tennessee,18-34,13,27.7*,230,15.6
2014,South,Tennessee,35-54,42,33.1,394,22.7
2014,South,Tennessee,55-74,54,24.4,268,18.7
2014,South,Tennessee,75+,32,33.7,78,19.6
2014,South,Texas,Total,469,29.0,"3,127",15.8
2014,South,Texas,18-34,74,35.4,946,14.4
2014,South,Texas,35-54,131,28.1,"1,176",16.6
2014,South,Texas,55-74,172,25.9,770,16.1
2014,South,Texas,75+,92,33.0,235,18.6
2014,South,Virginia,Total,171,22.9,"1,084",17.1
2014,South,Virginia,18-34,25,28.1,290,15.0
2014,South,Virginia,35-54,54,22.5,385,17.2
2014,South,Virginia,55-74,59,19.8,320,18.6
2014,South,Virginia,75+,33,27.7,89,19.0
2014,South,West Virginia,Total,62,40.5,346,23.6
2014,South,West Virginia,18-34,<10,--,88,22.6
2014,South,West Virginia,35-54,15,39.5*,115,24.0
2014,South,West Virginia,55-74,28,39.4,115,25.0
2014,South,West Virginia,75+,10-20,--,28,20.2
2014,West,Alaska,Total,31,40.8,160,30.0
2014,West,Alaska,18-34,<10,--,76,41.2
2014,West,Alaska,35-54,11,45.8*,53,28.4
2014,West,Alaska,55-74,10,32.3*,20-30,--
2014,West,Alaska,75+,<10,--,<10,--
2014,West,All,Total,"1,733",36.7,"10,749",18.8
2014,West,All,18-34,199,39.8,"2,774",15.3
2014,West,All,35-54,461,39.8,"3,873",19.7
2014,West,All,55-74,649,31.9,"3,041",20.3
2014,West,All,75+,423,41.0,"1,061",24.9
2014,West,Arizona,Total,240,45.5,"1,207",23.7
2014,West,Arizona,18-34,27,57.4,307,19.7
2014,West,Arizona,35-54,71,57.3,417,24.9
2014,West,Arizona,55-74,87,38.3,367,25.9
2014,West,Arizona,75+,55,42.6,116,25.9
2014,West,California,Total,603,32.1,"4,127",14.0
2014,West,California,18-34,64,31.4,963,10.0
2014,West,California,35-54,143,32.6,"1,484",14.3
2014,West,California,55-74,227,28.8,"1,214",16.5
2014,West,California,75+,168,37.7,466,21.6
2014,West,Colorado,Total,168,41.0,"1,042",25.5
2014,West,Colorado,18-34,16,34.8*,284,21.9
2014,West,Colorado,35-54,53,46.1,400,28.0
2014,West,Colorado,55-74,63,36.6,273,25.3
2014,West,Colorado,75+,36,46.8,85,31.5
2014,West,Hawaii,Total,22,18.0,197,18.4
2014,West,Hawaii,18-34,<10,--,61,19.3
2014,West,Hawaii,35-54,<10,--,66,19.0
2014,West,Hawaii,55-74,<10,--,53,17.2
2014,West,Hawaii,75+,<10,--,17,16.8*
2014,West,Idaho,Total,46,35.7,302,25.2
2014,West,Idaho,18-34,<10,--,82,22.3
2014,West,Idaho,35-54,10-20,--,118,29.7
2014,West,Idaho,55-74,11,19.0*,74,21.7
2014,West,Idaho,75+,18,69.2*,28,29.8
2014,West,Montana,Total,46,49.5,240,30.2
2014,West,Montana,18-34,<10,--,57,24.9
2014,West,Montana,35-54,12,52.2*,88,35.9
2014,West,Montana,55-74,19,46.3*,71,28.4
2014,West,Montana,75+,10-20,--,24,33.9
2014,West,Nevada,Total,100,44.6,561,25.9
2014,West,Nevada,18-34,12,57.1*,135,20.5
2014,West,Nevada,35-54,24,42.1,195,25.5
2014,West,Nevada,55-74,43,41.3,164,27.5
2014,West,Nevada,75+,21,50.0,67,44.6
2014,West,New Mexico,Total,81,48.8,434,27.5
2014,West,New Mexico,18-34,<10,--,132,27.5
2014,West,New Mexico,35-54,10-20,--,130,25.6
2014,West,New Mexico,55-74,34,44.2,124,27.2
2014,West,New Mexico,75+,20,58.8,48,36.3
2014,West,Oregon,Total,130,40.1,758,24.4
2014,West,Oregon,18-34,13,50.0*,182,20.1
2014,West,Oregon,35-54,32,45.1,262,25.5
2014,West,Oregon,55-74,53,34.4,230,25.0
2014,West,Oregon,75+,32,43.8,84,32.5
2014,West,Utah,Total,70,50.4,524,25.8
2014,West,Utah,18-34,10,62.5*,172,22.4
2014,West,Utah,35-54,22,62.9,205,29.5
2014,West,Utah,55-74,18,31.6*,111,24.7
2014,West,Utah,75+,20,64.5,36,29.4
2014,West,Washington,Total,174,29.4,"1,085",20.1
2014,West,Washington,18-34,25,40.3,289,17.5
2014,West,Washington,35-54,52,33.1,413,22.2
2014,West,Washington,55-74,67,26.1,304,20.2
2014,West,Washington,75+,30,25.9,79,19.7
2014,West,Wyoming,Total,22,47.8,112,25.2
2014,West,Wyoming,18-34,<10,--,34,24.4
2014,West,Wyoming,35-54,<10,--,42,29.3
2014,West,Wyoming,55-74,<10,--,20-30,--
2014,West,Wyoming,75+,<10,--,<10,--
2015, ,Total U.S.,Total,"6,281",30.5,"42,790",17.3
2015, ,Total U.S.,18-34,812,40.4,"11,452",15.4
2015, ,Total U.S.,35-54,"1,796",35.1,"15,687",18.7
2015, ,Total U.S.,55-74,"2,352",26.5,"11,940",17.4
2015, ,Total U.S.,75+,"1,319",28.8,"3,711",18.4
2015,Northeast,All,Total,697,23.4,"5,912",13.3
2015,Northeast,All,18-34,81,34.6,"1,420",11.0
2015,Northeast,All,35-54,199,31.5,"2,254",15.1
2015,Northeast,All,55-74,260,20.2,"1,775",14.2
2015,Northeast,All,75+,156,18.8,463,11.9
2015,Northeast,Connecticut,Total,43,21.6,372,13.2
2015,Northeast,Connecticut,18-34,<10,--,75,9.5
2015,Northeast,Connecticut,35-54,12,30.0*,154,15.9
2015,Northeast,Connecticut,55-74,17,20.0*,116,14.3
2015,Northeast,Connecticut,75+,10-20,--,27,10.8
2015,Northeast,Maine,Total,49,40.8,228,21.3
2015,Northeast,Maine,18-34,<10,--,43,16.3
2015,Northeast,Maine,35-54,21,72.4,86,24.7
2015,Northeast,Maine,55-74,14,25.9*,73,20.5
2015,Northeast,Maine,75+,10-20,--,26,25.0
2015,Northeast,Massachusetts,Total,66,18.8,627,11.6
2015,Northeast,Massachusetts,18-34,13,46.4*,175,10.7
2015,Northeast,Massachusetts,35-54,21,30.9,253,14.0
2015,Northeast,Massachusetts,55-74,22,14.5,163,10.9
2015,Northeast,Massachusetts,75+,10,9.7*,36,7.9
2015,Northeast,New Hampshire,Total,32,28.6,225,21.1
2015,Northeast,New Hampshire,18-34,<10,--,46,16.2
2015,Northeast,New Hampshire,35-54,<10,--,103,28.5
2015,Northeast,New Hampshire,55-74,12,23.1*,58,17.5
2015,Northeast,New Hampshire,75+,<10,--,18,20.2*
2015,Northeast,New Jersey,Total,73,18.9,768,11.1
2015,Northeast,New Jersey,18-34,<10,--,178,9.2
2015,Northeast,New Jersey,35-54,23,29.9,294,11.8
2015,Northeast,New Jersey,55-74,25,15.4,233,12.1
2015,Northeast,New Jersey,75+,10-20,--,63,10.7
2015,Northeast,New York,Total,157,18.7,"1,614",10.4
2015,Northeast,New York,18-34,18,25.7*,398,8.3
2015,Northeast,New York,35-54,43,23.5,602,11.5
2015,Northeast,New York,55-74,64,18.2,487,11.6
2015,Northeast,New York,75+,32,13.7,127,9.8
2015,Northeast,Pennsylvania,Total,244,28.0,"1,853",18.3
2015,Northeast,Pennsylvania,18-34,31,46.3,450,15.7
2015,Northeast,Pennsylvania,35-54,67,35.6,686,21.0
2015,Northeast,Pennsylvania,55-74,88,23.0,571,19.1
2015,Northeast,Pennsylvania,75+,58,24.7,146,14.9
2015,Northeast,Rhode Island,Total,15,22.7*,123,14.6
2015,Northeast,Rhode Island,18-34,<10,--,26,10.2
2015,Northeast,Rhode Island,35-54,<10,--,49,18.0
2015,Northeast,Rhode Island,55-74,<10,--,37,15.5
2015,Northeast,Rhode Island,75+,<10,--,11,14.5*
2015,Northeast,Vermont,Total,18,45.0*,102,20.2
2015,Northeast,Vermont,18-34,<10,--,29,21.0
2015,Northeast,Vermont,35-54,<10,--,20-30,--
2015,Northeast,Vermont,55-74,11,55.0*,37,22.8
2015,Northeast,Vermont,75+,<10,--,<10,--
2015,Midwest,All,Total,"1,240",28.2,"9,131",17.5
2015,Midwest,All,18-34,171,42.6,"2,623",17.0
2015,Midwest,All,35-54,364,35.2,"3,451",19.8
2015,Midwest,All,55-74,458,23.6,"2,372",15.9
2015,Midwest,All,75+,247,24.2,685,15.3
2015,Midwest,Illinois,Total,158,23.8,"1,303",13.2
2015,Midwest,Illinois,18-34,14,21.9*,346,11.5
2015,Midwest,Illinois,35-54,49,31.8,510,14.9
2015,Midwest,Illinois,55-74,61,21.3,347,12.9
2015,Midwest,Illinois,75+,34,21.1,100,12.7
2015,Midwest,Indiana,Total,107,24.9,926,18.4
2015,Midwest,Indiana,18-34,11,26.8*,272,17.9
2015,Midwest,Indiana,35-54,35,32.1,356,20.9
2015,Midwest,Indiana,55-74,41,21.7,239,16.9
2015,Midwest,Indiana,75+,20,22.2,59,14.4
2015,Midwest,Iowa,Total,65,30.1,412,17.2
2015,Midwest,Iowa,18-34,<10,--,131,18.4
2015,Midwest,Iowa,35-54,17,36.2*,154,20.1
2015,Midwest,Iowa,55-74,30,32.6,98,14.4
2015,Midwest,Iowa,75+,10-20,--,29,12.4
2015,Midwest,Kansas,Total,68,34.0,460,21.2
2015,Midwest,Kansas,18-34,11,44.0*,149,22.2
2015,Midwest,Kansas,35-54,22,44.9,158,22.4
2015,Midwest,Kansas,55-74,18,20.9*,118,19.6
2015,Midwest,Kansas,75+,17,42.5*,35,18.3
2015,Midwest,Michigan,Total,182,29.1,"1,358",17.6
2015,Midwest,Michigan,18-34,26,56.5,374,17.0
2015,Midwest,Michigan,35-54,53,36.3,498,19.5
2015,Midwest,Michigan,55-74,65,22.6,381,16.6
2015,Midwest,Michigan,75+,38,25.9,105,15.9
2015,Midwest,Minnesota,Total,77,22.1,709,16.9
2015,Midwest,Minnesota,18-34,15,48.4*,231,18.5
2015,Midwest,Minnesota,35-54,24,33.8,269,18.9
2015,Midwest,Minnesota,55-74,23,14.6,165,14.0
2015,Midwest,Minnesota,75+,15,16.9*,44,12.5
2015,Midwest,Missouri,Total,182,39.7,"1,020",21.8
2015,Midwest,Missouri,18-34,31,73.8,271,19.7
2015,Midwest,Missouri,35-54,48,44.0,400,26.0
2015,Midwest,Missouri,55-74,66,32.2,260,19.3
2015,Midwest,Missouri,75+,37,36.3,89,21.7
2015,Midwest,Nebraska,Total,26,19.7,214,15.1
2015,Midwest,Nebraska,18-34,<10,--,76,17.2
2015,Midwest,Nebraska,35-54,10,31.3*,79,17.1
2015,Midwest,Nebraska,55-74,<10,--,47,12.0
2015,Midwest,Nebraska,75+,<10,--,12,9.5*
2015,Midwest,North Dakota,Total,19,38.0*,122,21.1
2015,Midwest,North Dakota,18-34,<10,--,44,21.8
2015,Midwest,North Dakota,35-54,<10,--,52,29.9
2015,Midwest,North Dakota,55-74,<10,--,10-20,--
2015,Midwest,North Dakota,75+,<10,--,<10,--
2015,Midwest,Ohio,Total,219,26.8,"1,600",17.8
2015,Midwest,Ohio,18-34,36,52.9,433,16.9
2015,Midwest,Ohio,35-54,63,31.2,605,20.3
2015,Midwest,Ohio,55-74,78,21.5,417,15.8
2015,Midwest,Ohio,75+,42,22.7,145,18.2
2015,Midwest,South Dakota,Total,28,41.2,157,24.3
2015,Midwest,South Dakota,18-34,<10,--,64,32.7
2015,Midwest,South Dakota,35-54,<10,--,50,24.7
2015,Midwest,South Dakota,55-74,15,53.6*,30-40,--
2015,Midwest,South Dakota,75+,<10,--,<10,--
2015,Midwest,Wisconsin,Total,109,28.4,850,19.0
2015,Midwest,Wisconsin,18-34,13,38.2*,232,18.1
2015,Midwest,Wisconsin,35-54,25,30.1,320,21.4
2015,Midwest,Wisconsin,55-74,49,28.5,242,18.6
2015,Midwest,Wisconsin,75+,22,23.2,56,14.2
2015,South,Alabama,Total,129,34.2,732,19.6
2015,South,Alabama,18-34,14,37.8*,193,17.8
2015,South,Alabama,35-54,40,40.0,261,20.8
2015,South,Alabama,55-74,47,28.0,213,19.5
2015,South,Alabama,75+,28,38.9,65,20.9
2015,South,All,Total,"2,722",31.6,"16,842",18.2
2015,South,All,18-34,344,38.3,"4,410",15.9
2015,South,All,35-54,806,34.4,"6,147",19.4
2015,South,All,55-74,"1,000",27.3,"4,748",18.5
2015,South,All,75+,572,33.7,"1,537",20.8
2015,South,Arkansas,Total,93,40.6,562,24.8
2015,South,Arkansas,18-34,10-20,--,149,22.3
2015,South,Arkansas,35-54,33,57.9,215,28.7
2015,South,Arkansas,55-74,39,38.6,161,24.7
2015,South,Arkansas,75+,<10,--,37,18.6
2015,South,Delaware,Total,11,14.9*,117,15.8
2015,South,Delaware,18-34,<10,--,38,18.0
2015,South,Delaware,35-54,<10,--,40,16.7
2015,South,Delaware,55-74,<10,--,30-40,--
2015,South,Delaware,75+,<10,--,<10,--
2015,South,District Of Columbia,Total,10,37.0*,32,5.8
2015,South,District Of Columbia,18-34,<10,--,<10,--
2015,South,District Of Columbia,35-54,<10,--,<10,--
2015,South,District Of Columbia,55-74,<10,--,14,12.3*
2015,South,District Of Columbia,75+,<10,--,<10,--
2015,South,Florida,Total,570,35.8,"3,146",19.5
2015,South,Florida,18-34,58,47.2,647,15.0
2015,South,Florida,35-54,134,36.8,"1,072",20.6
2015,South,Florida,55-74,216,31.8,997,20.6
2015,South,Florida,75+,162,37.9,430,24.4
2015,South,Georgia,Total,186,26.5,"1,265",16.5
2015,South,Georgia,18-34,21,27.6,357,15.0
2015,South,Georgia,35-54,56,25.9,463,16.7
2015,South,Georgia,55-74,72,23.8,340,16.9
2015,South,Georgia,75+,37,34.6,105,21.3
2015,South,Kentucky,Total,130,42.9,750,22.0
2015,South,Kentucky,18-34,15,51.7*,194,19.8
2015,South,Kentucky,35-54,37,46.8,283,24.4
2015,South,Kentucky,55-74,51,38.1,213,21.5
2015,South,Kentucky,75+,27,44.3,60,22.0
2015,South,Louisiana,Total,96,33.1,695,19.6
2015,South,Louisiana,18-34,13,36.1*,205,18.3
2015,South,Louisiana,35-54,28,34.6,240,20.5
2015,South,Louisiana,55-74,31,25.8,193,19.7
2015,South,Louisiana,75+,24,45.3,57,21.1
2015,South,Maryland,Total,79,19.3,537,11.6
2015,South,Maryland,18-34,12,32.4*,146,10.7
2015,South,Maryland,35-54,28,23.1,194,11.9
2015,South,Maryland,55-74,26,15.0,151,11.8
2015,South,Maryland,75+,13,16.7*,46,13.2
2015,South,Mississippi,Total,58,29.6,414,18.4
2015,South,Mississippi,18-34,<10,--,113,16.7
2015,South,Mississippi,35-54,10-20,--,139,18.3
2015,South,Mississippi,55-74,19,22.9*,124,19.4
2015,South,Mississippi,75+,18,47.4*,38,21.2
2015,South,North Carolina,Total,215,29.4,"1,370",17.8
2015,South,North Carolina,18-34,25,29.8,316,14.2
2015,South,North Carolina,35-54,70,34.5,527,19.8
2015,South,North Carolina,55-74,80,25.6,404,18.5
2015,South,North Carolina,75+,40,30.3,123,20.2
2015,South,Oklahoma,Total,126,41.0,761,26.0
2015,South,Oklahoma,18-34,13,38.2*,221,24.1
2015,South,Oklahoma,35-54,40,51.3,289,30.2
2015,South,Oklahoma,55-74,51,37.8,194,23.7
2015,South,Oklahoma,75+,22,36.7,57,23.6
2015,South,South Carolina,Total,118,29.2,722,19.1
2015,South,South Carolina,18-34,15,36.6*,198,18.1
2015,South,South Carolina,35-54,40,38.1,281,22.5
2015,South,South Carolina,55-74,47,25.8,190,16.8
2015,South,South Carolina,75+,16,21.1*,53,17.5
2015,South,Tennessee,Total,149,31.2,"1,035",20.3
2015,South,Tennessee,18-34,21,45.7,262,17.6
2015,South,Tennessee,35-54,37,29.8,381,22.0
2015,South,Tennessee,55-74,51,23.6,286,19.5
2015,South,Tennessee,75+,40,43.5,106,26.0
2015,South,Texas,Total,518,32.3,"3,290",16.3
2015,South,Texas,18-34,89,42.8,"1,005",15.0
2015,South,Texas,35-54,167,35.8,"1,242",17.3
2015,South,Texas,55-74,171,26.4,808,16.2
2015,South,Texas,75+,91,32.4,235,18.2
2015,South,Virginia,Total,175,23.9,"1,082",16.9
2015,South,Virginia,18-34,21,25.9,293,15.3
2015,South,Virginia,35-54,60,25.3,387,17.3
2015,South,Virginia,55-74,65,21.8,328,18.6
2015,South,Virginia,75+,29,25.0,74,15.4
2015,South,West Virginia,Total,59,40.1,332,22.7
2015,South,West Virginia,18-34,<10,--,67,17.5
2015,South,West Virginia,35-54,15,41.7*,124,26.0
2015,South,West Virginia,55-74,26,40.0,100,21.4
2015,South,West Virginia,75+,10-20,--,41,29.5
2015,West,Alaska,Total,27,40.3,191,35.7
2015,West,Alaska,18-34,<10,--,88,47.3
2015,West,Alaska,35-54,<10,--,69,37.8
2015,West,Alaska,55-74,13,44.8*,30-40,--
2015,West,Alaska,75+,<10,--,<10,--
2015,West,All,Total,"1,622",35.4,"10,905",18.8
2015,West,All,18-34,216,46.5,"2,999",16.4
2015,West,All,35-54,427,38.8,"3,835",19.4
2015,West,All,55-74,634,31.9,"3,045",19.7
2015,West,All,75+,344,33.6,"1,026",23.5
2015,West,Arizona,Total,216,41.4,"1,229",23.7
2015,West,Arizona,18-34,28,60.9,333,21.2
2015,West,Arizona,35-54,54,45.8,415,24.7
2015,West,Arizona,55-74,91,40.1,362,24.7
2015,West,Arizona,75+,42,32.1,119,25.5
2015,West,California,Total,528,29.4,"4,067",13.6
2015,West,California,18-34,62,32.8,"1,031",10.7
2015,West,California,35-54,127,31.6,"1,395",13.4
2015,West,California,55-74,193,25.5,"1,186",15.6
2015,West,California,75+,146,32.9,455,20.6
2015,West,Colorado,Total,165,40.1,"1,040",24.9
2015,West,Colorado,18-34,33,71.7,317,23.8
2015,West,Colorado,35-54,46,39.7,376,26.1
2015,West,Colorado,55-74,63,36.2,270,24.1
2015,West,Colorado,75+,23,30.7,77,28.0
2015,West,Hawaii,Total,25,22.3,195,18.1
2015,West,Hawaii,18-34,<10,--,67,21.2
2015,West,Hawaii,35-54,<10,--,57,16.6
2015,West,Hawaii,55-74,<10,--,55,17.5
2015,West,Hawaii,75+,<10,--,16,15.5*
2015,West,Idaho,Total,57,46.7,341,28.0
2015,West,Idaho,18-34,<10,--,100,27.0
2015,West,Idaho,35-54,16,51.6*,131,32.6
2015,West,Idaho,55-74,32,60.4,90,25.9
2015,West,Idaho,75+,<10,--,20,20.5
2015,West,Montana,Total,47,50.5,261,32.5
2015,West,Montana,18-34,<10,--,63,27.8
2015,West,Montana,35-54,10-20,--,89,36.1
2015,West,Montana,55-74,22,53.7,84,32.7
2015,West,Montana,75+,10,52.6*,25,34.0
2015,West,Nevada,Total,96,42.5,540,24.4
2015,West,Nevada,18-34,12,57.1*,130,19.7
2015,West,Nevada,35-54,24,42.1,193,24.8
2015,West,Nevada,55-74,41,39.4,171,27.6
2015,West,Nevada,75+,19,43.2*,46,29.2
2015,West,New Mexico,Total,70,43.5,482,30.6
2015,West,New Mexico,18-34,<10,--,148,31.2
2015,West,New Mexico,35-54,24,63.2,163,32.6
2015,West,New Mexico,55-74,28,37.3,127,27.2
2015,West,New Mexico,75+,10-20,--,44,32.8
2015,West,Oregon,Total,125,39.4,742,23.4
2015,West,Oregon,18-34,19,73.1*,183,20.0
2015,West,Oregon,35-54,29,41.4,249,23.8
2015,West,Oregon,55-74,53,35.8,243,25.8
2015,West,Oregon,75+,24,32.9,67,25.4
2015,West,Utah,Total,61,44.9,586,28.2
2015,West,Utah,18-34,10-20,--,205,26.3
2015,West,Utah,35-54,19,54.3*,240,33.9
2015,West,Utah,55-74,22,40.7,116,25.0
2015,West,Utah,75+,<10,--,25,19.7
2015,West,Washington,Total,181,31.6,"1,082",19.6
2015,West,Washington,18-34,25,44.6,284,16.9
2015,West,Washington,35-54,55,36.4,404,21.7
2015,West,Washington,55-74,63,24.6,286,18.4
2015,West,Washington,75+,38,34.5,108,26.2
2015,West,Wyoming,Total,24,54.5,149,33.5
2015,West,Wyoming,18-34,<10,--,50,36.1
2015,West,Wyoming,35-54,<10,--,54,38.1
2015,West,Wyoming,55-74,<10,--,24,18.3
2015,West,Wyoming,75+,11,137.5*,21,63.7
2016, ,Total U.S.,Total,"6,079",30.1,"43,427",17.5
2016, ,Total U.S.,18-34,893,45.0,"11,997",16.1
2016, ,Total U.S.,35-54,"1,648",33.1,"15,467",18.6
2016, ,Total U.S.,55-74,"2,259",25.9,"12,162",17.3
2016, ,Total U.S.,75+,"1,274",28.3,"3,801",18.5
2016,Northeast,All,Total,690,23.9,"5,889",13.3
2016,Northeast,All,18-34,93,40.3,"1,466",11.3
2016,Northeast,All,35-54,182,30.1,"2,157",14.7
2016,Northeast,All,55-74,260,20.8,"1,768",13.8
2016,Northeast,All,75+,155,19.4,498,12.7
2016,Northeast,Connecticut,Total,36,18.8,389,13.8
2016,Northeast,Connecticut,18-34,<10,--,83,10.6
2016,Northeast,Connecticut,35-54,10,26.3*,136,14.4
2016,Northeast,Connecticut,55-74,16,19.8*,136,16.4
2016,Northeast,Connecticut,75+,<10,--,34,13.4
2016,Northeast,Maine,Total,29,24.8,219,20.4
2016,Northeast,Maine,18-34,<10,--,57,21.4
2016,Northeast,Maine,35-54,<10,--,70,20.4
2016,Northeast,Maine,55-74,14,25.5*,74,20.5
2016,Northeast,Maine,75+,<10,--,18,17.2*
2016,Northeast,Massachusetts,Total,68,20.2,609,11.2
2016,Northeast,Massachusetts,18-34,10-20,--,176,10.6
2016,Northeast,Massachusetts,35-54,25,38.5,222,12.4
2016,Northeast,Massachusetts,55-74,27,18.4,178,11.6
2016,Northeast,Massachusetts,75+,<10,--,33,7.2
2016,Northeast,New Hampshire,Total,33,30.6,237,22.1
2016,Northeast,New Hampshire,18-34,<10,--,53,18.5
2016,Northeast,New Hampshire,35-54,13,54.2*,88,24.9
2016,Northeast,New Hampshire,55-74,11,22.0*,74,21.7
2016,Northeast,New Hampshire,75+,<10,--,22,24.0
2016,Northeast,New Jersey,Total,67,18.0,671,9.7
2016,Northeast,New Jersey,18-34,<10,--,157,8.1
2016,Northeast,New Jersey,35-54,10-20,--,257,10.5
2016,Northeast,New Jersey,55-74,24,15.4,200,10.1
2016,Northeast,New Jersey,75+,19,16.7*,57,9.6
2016,Northeast,New York,Total,153,19.0,"1,615",10.4
2016,Northeast,New York,18-34,23,33.3,408,8.5
2016,Northeast,New York,35-54,37,21.3,598,11.6
2016,Northeast,New York,55-74,58,17.0,470,11.0
2016,Northeast,New York,75+,35,15.7,139,10.6
2016,Northeast,Pennsylvania,Total,263,31.1,"1,909",18.9
2016,Northeast,Pennsylvania,18-34,34,52.3,475,16.6
2016,Northeast,Pennsylvania,35-54,72,39.6,700,21.8
2016,Northeast,Pennsylvania,55-74,90,24.3,559,18.3
2016,Northeast,Pennsylvania,75+,67,29.4,175,17.8
2016,Northeast,Rhode Island,Total,16,24.6*,124,14.7
2016,Northeast,Rhode Island,18-34,<10,--,20-30,--
2016,Northeast,Rhode Island,35-54,<10,--,51,19.0
2016,Northeast,Rhode Island,55-74,<10,--,38,15.5
2016,Northeast,Rhode Island,75+,<10,--,<10,--
2016,Northeast,Vermont,Total,25,56.8,116,23.0
2016,Northeast,Vermont,18-34,<10,--,31,22.4
2016,Northeast,Vermont,35-54,<10,--,35,22.3
2016,Northeast,Vermont,55-74,12,60.0*,39,23.5
2016,Northeast,Vermont,75+,<10,--,11,24.6*
2016,Midwest,All,Total,"1,202",28.0,"9,422",18.0
2016,Midwest,All,18-34,179,45.2,"2,759",17.9
2016,Midwest,All,35-54,333,33.4,"3,445",20.1
2016,Midwest,All,55-74,448,23.6,"2,473",16.3
2016,Midwest,All,75+,242,24.2,745,16.5
2016,Midwest,Illinois,Total,162,25.0,"1,369",13.9
2016,Midwest,Illinois,18-34,18,29.5*,350,11.8
2016,Midwest,Illinois,35-54,39,26.0,527,15.6
2016,Midwest,Illinois,55-74,61,21.9,367,13.4
2016,Midwest,Illinois,75+,44,28.2,125,15.6
2016,Midwest,Indiana,Total,70,16.7,"1,001",19.8
2016,Midwest,Indiana,18-34,11,26.8*,286,18.8
2016,Midwest,Indiana,35-54,12,11.5*,380,22.7
2016,Midwest,Indiana,55-74,32,17.1,263,18.2
